Disease,Description,Source,Source_URL,Retrieved_Date,Canonical_Query
tennis elbow,"Tennis elbow, also known as lateral epicondylitis, is an enthesopathy of the origin of the extensor carpi radialis brevis on the lateral epicondyle. It causes pain and tenderness over the bony part of the lateral epicondyle. Symptoms range from mild tenderness to severe, persistent pain. The pain may also extend into the back of the forearm. It usually has a gradual onset, but it can seem sudden and be misinterpreted as an injury.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Tennis_elbow,2026-02-07,tennis elbow
open wound of the eye,"A wound is any disruption of or damage to living tissue, such as skin, mucous membranes, or organs. Wounds can either be the sudden result of direct trauma, or can develop slowly over time due to underlying disease processes such as diabetes mellitus, venous/arterial insufficiency, or immunologic disease. Wounds can vary greatly in their appearance depending on wound location, injury mechanism, depth of injury, timing of onset, and wound sterility, among other factors. Treatment strategies for wounds will vary based on the classification of the wound, therefore it is essential that wounds be thoroughly evaluated by a healthcare professional for proper management. In normal physiology, all wounds will undergo a series of steps collectively known as the wound healing process, which include hemostasis, inflammation, proliferation, and tissue remodeling. Age, tissue oxygenation, stress, underlying medical conditions, and certain medications are just a few of the many factors known to affect the rate of wound healing.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Wound,2026-02-07,wound
syphilis,"Syphilis is a sexually transmitted infection caused by the bacterium Treponema pallidum subspecies pallidum. The signs and symptoms depend on the stage it presents: primary, secondary, latent or tertiary. The primary stage classically presents with a single chancre, though there may be multiple sores. In secondary syphilis, a diffuse rash occurs, which frequently involves the palms of the hands and soles of the feet. There may also be sores in the mouth or vagina. Latent syphilis has no symptoms and can last years. In tertiary syphilis, there are gummas, neurological problems, or heart symptoms. Syphilis has been known as ""the great imitator"", because it may cause symptoms similar to many other diseases.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Syphilis,2026-02-07,syphilis
diabetic kidney disease,"Diabetic nephropathy, also known as diabetic kidney disease, is the chronic loss of kidney function occurring in those with diabetes mellitus. Diabetic nephropathy is the leading cause of chronic kidney disease (CKD), and end-stage renal disease (ESRD) globally. The triad of protein leaking into the urine, rising blood pressure with hypertension and then falling renal function is common to many forms of CKD. Protein loss in the urine due to damage of the glomeruli may become massive, and cause a low serum albumin with resulting generalized body swelling (edema) so called nephrotic syndrome. Likewise, the estimated glomerular filtration rate (eGFR) may progressively fall from a normal of over 90 ml/min/1.73m2 to less than 15, at which point the patient is said to have end-stage renal disease. It usually is slowly progressive over years.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Diabetic_nephropathy,2026-02-07,diabetic kidney disease
nose disorder,"Nasal septum deviation is a physical disorder of the nose, involving a displacement of the nasal septum. Some displacement is common, affecting 80% of people, mostly without their knowledge.",Wikipedia_search,https://en.wikipedia.org/wiki/Nasal_septum_deviation,2026-02-07,nose disorder | wiki_title:Nasal septum deviation
drug withdrawal,"Drug withdrawal, drug withdrawal syndrome, or substance withdrawal syndrome is the group of symptoms that occur upon the abrupt discontinuation or decrease in the intake of pharmaceutical or recreational drugs.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Drug_withdrawal,2026-02-07,drug withdrawal
dental caries,"Tooth decay, also known as caries, is the breakdown of teeth due to acids produced by bacteria. The resulting dental cavities may be many different colors, from yellow to black. Symptoms may include pain and difficulty eating. Complications may include inflammation of the tissue around the tooth, tooth loss and infection or abscess formation. Tooth regeneration is an ongoing stem cell–based field of study that aims to find methods to reverse the effects of decay; current methods are based on easing symptoms.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Tooth_decay,2026-02-07,dental caries
hypercholesterolemia,"High cholesterol, also called Hypercholesterolemia, is the presence of high levels of cholesterol in the blood. It is a form of hyperlipidemia, hyperlipoproteinemia, and dyslipidemia.",Wikipedia_fallback,https://en.wikipedia.org/wiki/High_cholesterol,2026-02-07,hypercholesterolemia
fracture of the patella,"A patella fracture is a break of the kneecap. Symptoms include pain, swelling, and bruising to the front of the knee. A person may also be unable to walk. Complications may include injury to the tibia, femur, or knee ligaments.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Patella_fracture,2026-02-07,patella fracture
kidney failure,"Kidney failure, also known as renal failure or end-stage renal disease (ESRD), is a medical condition in which the kidneys can no longer adequately filter waste products from the blood, functioning at less than 15% of normal levels. Kidney failure is classified as either acute kidney failure, which develops rapidly and may resolve; and chronic kidney failure, which develops slowly and can often be irreversible. Symptoms may include leg swelling, feeling tired, vomiting, loss of appetite, and confusion. Complications of acute and chronic failure include uremia, hyperkalemia, and volume overload. Complications of chronic failure also include heart disease, high blood pressure, and anaemia.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Kidney_failure,2026-02-07,kidney failure
fracture of the neck,"A cervical fracture, commonly called a broken neck, is a fracture of any of the seven cervical vertebrae in the neck. Examples of common causes in humans are traffic collisions and diving into shallow water. Abnormal movement of neck bones or pieces of bone can cause a spinal cord injury, resulting in loss of sensation, paralysis, or usually death soon thereafter, primarily via compromising neurological supply to the respiratory muscles and innervation to the heart.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Cervical_fracture,2026-02-07,neck fracture
muscle spasm,"A spasm is a sudden involuntary contraction of a muscle, a group of muscles, or a hollow organ, such as the bladder.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Spasm,2026-02-07,muscle spasm
hemophilia,"Haemophilia, or hemophilia, is a mostly inherited genetic disorder that impairs the body's ability to make blood clots, a process needed to stop bleeding. This results in people bleeding for a longer time after an injury, easy bruising, and an increased risk of bleeding inside joints or the brain. Those with a mild case of the disease may have symptoms only after an accident or during surgery. Bleeding into a joint can result in permanent damage while bleeding in the brain can result in long term headaches, seizures, or an altered level of consciousness.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Haemophilia,2026-02-07,hemophilia
hyperosmotic hyperketotic state,"Hyperosmolar hyperglycemic state (HHS), also known as hyperosmolar non-ketotic state (HONK), is a complication of diabetes mellitus in which high blood sugar results in high osmolarity without significant ketoacidosis. Symptoms include signs of dehydration, weakness, leg cramps, vision problems, and an altered level of consciousness. Onset is typically over days to weeks. Complications may include seizures, disseminated intravascular coagulopathy, mesenteric artery occlusion, or rhabdomyolysis.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Hyperosmolar_hyperglycemic_state,2026-02-07,hyperosmolar hyperglycemic state
peritonsillar abscess,"A peritonsillar abscess (PTA), also known as a quinsy, is an accumulation of pus due to an infection behind the tonsil. Symptoms include fever, throat pain, trouble opening the mouth, and a change to the voice. Pain is usually worse on one side. Complications may include blockage of the airway or aspiration pneumonitis.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Peritonsillar_abscess,2026-02-07,peritonsillar abscess
gastroparesis,"Gastroparesis is a medical disorder of ineffective neuromuscular contractions (peristalsis) of the stomach, resulting in food and liquid remaining in the stomach for a prolonged period. Stomach contents thus exit more slowly into the duodenum of the digestive tract, a medical sign called delayed gastric emptying. The opposite of this, where stomach contents exit quickly into the duodenum, is called dumping syndrome.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Gastroparesis,2026-02-07,gastroparesis
itching of unknown cause,"An itch is a sensation that causes a strong desire or reflex to scratch. Itches have many similarities to pain, and while both are unpleasant sensory experiences, their behavioral response patterns are different. Pain creates a withdrawal reflex, whereas itches lead to a scratch reflex.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Itch,2026-02-07,pruritus
polycythemia vera,"In oncology, polycythemia vera (PV) is an uncommon myeloproliferative neoplasm in which the bone marrow makes too many red blood cells. Approximately 98% of PV patients have a JAK2 gene mutation in their blood-forming cells.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Polycythemia_vera,2026-02-07,polycythemia vera
thrombocytopenia,"In hematology, thrombocytopenia is a condition characterized by abnormally low levels of platelets in the blood. Low levels of platelets in turn may lead to prolonged or excessive bleeding. It is the most common coagulation disorder among intensive care patients and is seen in a fifth of medical patients and a third of surgical patients.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Thrombocytopenia,2026-02-07,thrombocytopenia
head and neck cancer,"Head and neck cancer is a general term encompassing multiple cancers that can develop in the head and neck region. These include cancers of the mouth, tongue, gums and lips, voice box (laryngeal), throat, salivary glands, nose and sinuses.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Head_and_neck_cancer,2026-02-07,head and neck cancer
pseudohypoparathyroidism,"Pseudohypoparathyroidism is a rare autosomal dominant genetic condition associated primarily with resistance to the parathyroid hormone. Those with the condition have a low serum calcium and high phosphate, but the parathyroid hormone level (PTH) is inappropriately high. Its pathogenesis has been linked to dysfunctional G proteins. Pseudohypoparathyroidism is a very rare disorder, with estimated prevalence between 0.3 and 1.1 cases per 100,000 population depending on geographic location.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Pseudohypoparathyroidism,2026-02-07,pseudohypoparathyroidism
goiter,"A goitre, or goiter, is a swelling in the neck resulting from an enlarged thyroid gland. A goitre can be associated with a thyroid that is not functioning properly.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Goitre,2026-02-07,goiter
urge incontinence,"Overactive bladder (OAB) is a common condition where there is a frequent feeling of needing to urinate to a degree that it negatively affects a person's life. Overactive bladder is characterized by a group of four symptoms: urgency, urinary frequency, nocturia, and urge incontinence.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Overactive_bladder,2026-02-07,urge incontinence
edward syndrome,"Trisomy 18, also known as Edwards syndrome, is a genetic disorder caused by the presence of a third copy of all or part of chromosome 18. Many parts of the body are affected. Babies are often born small and have heart defects. Other features include a small head, small jaw, clenched fists with overlapping fingers, and severe intellectual disability.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Trisomy_18,2026-02-07,edward syndrome
open wound of the arm,"A wound is any disruption of or damage to living tissue, such as skin, mucous membranes, or organs. Wounds can either be the sudden result of direct trauma, or can develop slowly over time due to underlying disease processes such as diabetes mellitus, venous/arterial insufficiency, or immunologic disease. Wounds can vary greatly in their appearance depending on wound location, injury mechanism, depth of injury, timing of onset, and wound sterility, among other factors. Treatment strategies for wounds will vary based on the classification of the wound, therefore it is essential that wounds be thoroughly evaluated by a healthcare professional for proper management. In normal physiology, all wounds will undergo a series of steps collectively known as the wound healing process, which include hemostasis, inflammation, proliferation, and tissue remodeling. Age, tissue oxygenation, stress, underlying medical conditions, and certain medications are just a few of the many factors known to affect the rate of wound healing.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Wound,2026-02-07,wound
muscular dystrophy,"Muscular dystrophy (MD) is a genetically and clinically heterogeneous group of rare neuromuscular diseases that cause progressive weakness and breakdown of skeletal muscles over time. The disorders differ as to which muscles are primarily affected, the degree of weakness, how fast they worsen, and when symptoms begin. Some types are also associated with problems in other organs.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Muscular_dystrophy,2026-02-07,muscular dystrophy
mittelschmerz,Mittelschmerz is a term for pain due to ovulation. It occurs mid-cycle and can last minutes to up to several days. The pain affects one side of the lower abdomen and may be dull or sharp in nature. Other symptoms may include spotting. Often it occurs monthly and may alternate sides.,Wikipedia_fallback,https://en.wikipedia.org/wiki/Mittelschmerz,2026-02-07,mittelschmerz
corneal abrasion,"Corneal abrasion is a scratch to the surface of the cornea of the eye. Symptoms include pain, redness, light sensitivity, and a feeling like a foreign body is in the eye. Most people recover completely within three days.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Corneal_abrasion,2026-02-07,corneal abrasion
anemia of chronic disease,"Anemia of chronic disease (ACD) or anemia of chronic inflammation is a form of anemia seen in chronic infection, chronic immune activation, and malignancy. These conditions all produce elevation of interleukin-6, which stimulates hepcidin production and release from the liver. Hepcidin production and release shuts down ferroportin, a protein that controls export of iron from the gut and from iron storing cells. As a consequence, circulating iron levels are reduced. Other mechanisms may also play a role, such as reduced erythropoiesis. It is also known as anemia of inflammation, or anemia of inflammatory response.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Anemia_of_chronic_disease,2026-02-07,anemia of chronic disease
dysthymic disorder,"Dysthymia, known as persistent depressive disorder (PDD) in the DSM-5-TR and dysthymic disorder in ICD-11, is a psychiatric condition marked by symptoms that are similar to those of major depressive disorder, but which persist for at least two years in adults and one year among pediatric populations. The term was introduced by Robert Spitzer in the late 1970s as a replacement for the concept of ""depressive personality.""",Wikipedia_fallback,https://en.wikipedia.org/wiki/Dysthymia,2026-02-07,dysthymic disorder
scarlet fever,"Scarlet fever, also known as scarlatina and scarlatiniform rash, is an infectious disease caused by Streptococcus pyogenes, a Group A streptococcus (GAS). It most commonly affects children and young adolescents between five and 15 years of age. The signs and symptoms include a sore throat, fever, headache, swollen lymph nodes, and a characteristic rash. The face is flushed and the rash is red and blanching. It typically feels like sandpaper and the tongue may be red and bumpy. The rash occurs as a result of capillary damage by exotoxins produced by S. pyogenes. On darker-pigmented skin the rash may be hard to discern.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Scarlet_fever,2026-02-07,scarlet fever
hypertensive heart disease,"Hypertensive heart disease includes a number of complications of high blood pressure that affect the heart. While there are several definitions of hypertensive heart disease in the medical literature, the term is most widely used in the context of the International Classification of Diseases (ICD) coding categories. The definition includes heart failure and other cardiac complications of hypertension when a causal relationship between the heart disease and hypertension is stated or implied on the death certificate. In 2013 hypertensive heart disease resulted in 1.07 million deaths as compared with 630,000 deaths in 1990.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Hypertensive_heart_disease,2026-02-07,hypertensive heart disease
barbiturates,"Barbiturates are a class of depressant drugs that are chemically derived from barbituric acid. They are effective when used medically as anxiolytics, hypnotics, and anticonvulsants, but have physical and psychological addiction potential as well as overdose potential among other possible adverse effects. They have been used recreationally for their anti-anxiety and sedative effects, and are thus controlled in most countries due to the risks associated with such use.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Barbiturate,2026-02-07,barbiturates
pcos,"Polycystic ovary syndrome (PCOS) is the most common hormonal disorder in women of reproductive age. The name comes from the observation of small follicles that often appear on the ovaries. However, not everyone with PCOS has these follicles, and they are not the cause of the condition.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Polycystic_ovary_syndrome,2026-02-07,pcos
encephalitis,"Encephalitis is inflammation of the brain. The severity can be variable with symptoms including reduction or alteration in consciousness, aphasia, headache, fever, confusion, a stiff neck, and vomiting. Complications may include seizures, hallucinations, trouble speaking, memory problems, and problems with hearing.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Encephalitis,2026-02-07,encephalitis
cyst of the eyelid,"A chalazion or meibomian cyst is not a cyst but a granuloma in the eyelid that results from a blocked meibomian gland. It typically occurs in the middle of the eyelid, is red, and is not painful. They tend to develop gradually over a few weeks.",Wikipedia_search,https://en.wikipedia.org/wiki/Chalazion,2026-02-07,cyst of the eyelid | wiki_title:Chalazion
balanitis,Balanitis is inflammation of the glans penis. Balanoposthitis is the proper term when the foreskin is also affected. Balanitis on boys in diapers must be distinguished from redness caused by ammoniacal dermatitis.,Wikipedia_fallback,https://en.wikipedia.org/wiki/Balanitis,2026-02-07,balanitis
foreign body in the throat,"Foreign body aspiration occurs when a foreign body enters the airway which can cause difficulty breathing or choking. Objects may reach the respiratory tract and the digestive tract from the mouth and nose, but when an object enters the respiratory tract it is termed aspiration. The foreign body can then become lodged in the trachea or further down the respiratory tract such as in a bronchus. Regardless of the type of object, any aspiration can be a life-threatening situation and requires timely recognition and action to minimize risk of complications. While advances have been made in management of this condition leading to significantly improved clinical outcomes, there were still 2,700 deaths resulting from foreign body aspiration in 2018. Approximately one child dies every five days due to choking on food in the United States, highlighting the need for improvements in education and prevention.",Wikipedia_search,https://en.wikipedia.org/wiki/Foreign_body_aspiration,2026-02-07,foreign body in throat | wiki_title:Foreign body aspiration
cocaine,"Cocaine is a tropane alkaloid and stimulant of the central nervous system, derived primarily from the leaves of two coca species native to South America: Erythroxylum coca and E. novogranatense. The leaves are processed into cocaine paste, a crude mixture of coca alkaloids, from which cocaine base is isolated and then converted to cocaine hydrochloride. Although total synthesis is possible, it is complex and not used for production. Historically, cocaine was a standard topical medication used as a local anesthetic with intrinsic vasoconstrictor properties. However, its high abuse potential, adverse effects, and cost have limited its medical use and led to its replacement by alternative medicines.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Cocaine,2026-02-07,cocaine
optic neuritis,"Optic neuritis (ON) is a debilitating condition that is defined as inflammation of cranial nerve II which results in disruption of the neurologic pathways that allow visual sensory information received by the retina to be able to be transmitted to the visual cortex of the brain. This disorder of the optic nerve may arise through various pathophysiologic mechanisms, such as through demyelination or inflammation, leading to partial or total loss of vision. Optic neuritis may be a result of standalone idiopathic disease, but is often a manifestation that occurs secondary to an underlying disease.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Optic_neuritis,2026-02-07,optic neuritis
alcohol withdrawal,"Alcohol withdrawal syndrome (AWS) is a set of symptoms that can occur following a reduction in or cessation of alcohol use after a period of excessive use. Symptoms typically include anxiety, shakiness, sweating, vomiting, fast heart rate, and a mild fever. More severe symptoms may include seizures, and delirium tremens (DTs); which can be fatal in untreated patients. Symptoms start at around 6 hours after the last drink. Peak incidence of seizures occurs at 24 to 36 hours and peak incidence of DT is at 48 to 72 hours.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Alcohol_withdrawal_syndrome,2026-02-07,alcohol withdrawal
pacs,"Long COVID or long-haul COVID is a group of health problems persisting or developing after an initial period of COVID‑19 infection. Symptoms can last weeks, months, or years and are often debilitating. The World Health Organization defines long COVID as starting three months after the initial COVID‑19 infection, but other agencies define it as starting at four weeks after the initial infection.",Wikipedia_search,https://en.wikipedia.org/wiki/Long_COVID,2026-02-07,post-acute COVID-19 syndrome | wiki_title:Long COVID
hemiplegia,"Hemiparesis, also called unilateral paresis, is the weakness of one entire side of the body. Hemiplegia, in its most severe form, is the complete paralysis of one entire side of the body. Either hemiparesis or hemiplegia can result from a variety of medical causes, including congenital conditions, blunt trauma, tumors, traumatic brain injury, and stroke.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Hemiparesis,2026-02-07,hemiplegia
hammer toe,"A hammer toe, hammertoe or contracted toe is a deformity of the muscles and ligaments of the proximal interphalangeal joint of the second, third, fourth, or fifth toe, bending it into a shape resembling a hammer. In the early stage, a flexible hammertoe is movable at the joints; a rigid hammertoe joint cannot be moved and usually requires surgery.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Hammer_toe,2026-02-07,hammer toe
open wound of the cheek,"A wound is any disruption of or damage to living tissue, such as skin, mucous membranes, or organs. Wounds can either be the sudden result of direct trauma, or can develop slowly over time due to underlying disease processes such as diabetes mellitus, venous/arterial insufficiency, or immunologic disease. Wounds can vary greatly in their appearance depending on wound location, injury mechanism, depth of injury, timing of onset, and wound sterility, among other factors. Treatment strategies for wounds will vary based on the classification of the wound, therefore it is essential that wounds be thoroughly evaluated by a healthcare professional for proper management. In normal physiology, all wounds will undergo a series of steps collectively known as the wound healing process, which include hemostasis, inflammation, proliferation, and tissue remodeling. Age, tissue oxygenation, stress, underlying medical conditions, and certain medications are just a few of the many factors known to affect the rate of wound healing.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Wound,2026-02-07,wound
joint effusion,A joint effusion is the presence of increased intra-articular fluid. It may affect any joint. Commonly it involves the knee.,Wikipedia_fallback,https://en.wikipedia.org/wiki/Joint_effusion,2026-02-07,joint effusion
open wound of the knee,"A wound is any disruption of or damage to living tissue, such as skin, mucous membranes, or organs. Wounds can either be the sudden result of direct trauma, or can develop slowly over time due to underlying disease processes such as diabetes mellitus, venous/arterial insufficiency, or immunologic disease. Wounds can vary greatly in their appearance depending on wound location, injury mechanism, depth of injury, timing of onset, and wound sterility, among other factors. Treatment strategies for wounds will vary based on the classification of the wound, therefore it is essential that wounds be thoroughly evaluated by a healthcare professional for proper management. In normal physiology, all wounds will undergo a series of steps collectively known as the wound healing process, which include hemostasis, inflammation, proliferation, and tissue remodeling. Age, tissue oxygenation, stress, underlying medical conditions, and certain medications are just a few of the many factors known to affect the rate of wound healing.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Wound,2026-02-07,wound
meningioma,"Meningioma, also known as meningeal tumor, is typically a slow-growing tumor that forms from the meninges, the membranous layers surrounding the brain and spinal cord. Symptoms depend on the location and occur as a result of the tumor pressing on nearby tissue. Many cases never produce symptoms. Occasionally seizures, dementia, trouble talking, vision problems, one sided weakness, or loss of bladder control may occur.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Meningioma,2026-02-07,meningioma
brain cancer,"A brain tumor occurs when a group of cells within the brain grow out of control, creating a mass. There are two main types of tumors: malignant (cancerous) tumors and benign (non-cancerous) tumors. These can be further classified as primary tumors, which start within the brain, and secondary tumors, which most commonly have spread from tumors located outside the brain, known as brain metastasis tumors. All types of brain tumors may produce symptoms that vary depending on the size of the tumor and the part of the brain that is involved. Where symptoms exist, they may include headaches, seizures, problems with vision, vomiting and mental changes. Other symptoms may include difficulty walking, speaking, with sensations, or unconsciousness.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Brain_tumor,2026-02-07,brain cancer
placental abruption,"Placental abruption is when the placenta separates early from the uterus, in other words separates before childbirth. It occurs most commonly around 25 weeks of pregnancy. Symptoms may include vaginal bleeding, lower abdominal pain, and dangerously low blood pressure. Complications for the mother can include disseminated intravascular coagulopathy and kidney failure. Complications for the baby can include fetal distress, low birthweight, preterm delivery, and stillbirth.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Placental_abruption,2026-02-07,placental abruption
hay fever,"Allergic rhinitis, of which the seasonal type is called hay fever, is a type of inflammation in the nose that occurs when the immune system overreacts to allergens in the air. It is classified as a type I hypersensitivity reaction. Signs and symptoms include a runny or stuffy nose, sneezing, red, itchy, and watery eyes, and swelling around the eyes. The fluid from the nose is usually clear. Symptom onset is often within minutes following allergen exposure, and can affect sleep and the ability to work or study. Some people may develop symptoms only during specific times of the year, often as a result of pollen exposure. Many people with allergic rhinitis also have asthma, allergic conjunctivitis, or atopic dermatitis.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Allergic_rhinitis,2026-02-07,hay fever
lung cancer,"Lung cancer, also called lung carcinoma, is a malignant tumor that originates in the tissues of the lungs. Lung cancer is caused by genetic damage to the DNA of cells in the airways, often caused by cigarette smoking or inhaling damaging chemicals. Damaged airway cells gain the ability to multiply unchecked, causing the growth of a tumor. Without treatment, tumors spread throughout the lung, damaging lung function. Eventually lung tumors metastasize, spreading to other parts of the body.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Lung_cancer,2026-02-07,lung cancer
primary kidney disease,"Kidney diseases, or renal diseases, technically referred to as nephropathies, are pathological conditions affecting the kidneys—the organs that facilitate removal of waste products and toxins from the bloodstream, regulate the body's concentration of electrolytes, maintain the appropriate acid-base balance of plasma, and produce urine as a byproduct of metabolism.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Kidney_disease,2026-02-07,kidney disease
uterine cancer,"Uterine cancer, also known as womb cancer, includes two types of cancer that develop from the tissues of the uterus. Endometrial cancer forms from the lining of the uterus, and uterine sarcoma forms from the muscles or support tissue of the uterus. Endometrial cancer accounts for approximately 90% of all uterine cancers in the United States. Symptoms of endometrial cancer include changes in vaginal bleeding or pain in the pelvis. Symptoms of uterine sarcoma include unusual vaginal bleeding or a mass in the vagina.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Uterine_cancer,2026-02-07,uterine cancer
dry eye of unknown cause,"Dry eye disease (DED), also known as keratoconjunctivitis sicca, is the condition of having dry eyes. The term dry eye syndrome was formerly used, but is now avoided following advances that have established it as a distinct disease entity.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Dry_eye_syndrome,2026-02-07,dry eye syndrome
fibrocystic breast disease,"Fibrocystic breast changes is a condition of the breasts where there may be pain, breast cysts, and breast masses. The breasts may be described as ""lumpy"" or ""doughy"". Symptoms may worsen during certain parts of the menstrual cycle due to hormonal stimulation. These are normal breast changes, not associated with cancer.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Fibrocystic_breast_changes,2026-02-07,fibrocystic breast disease
fungal infection of the hair,"Dermatophytosis, also known as tinea and ringworm, is a fungal infection of the skin, that may affect skin, hair, and nails. Typically it results in a red, itchy, scaly, circular rash. Hair loss may occur in the area affected. Symptoms begin four to fourteen days after exposure. The types of dermatophytoses are typically named for the area of the body that they affect. Multiple areas can be affected at a given time.",Wikipedia_search,https://en.wikipedia.org/wiki/Dermatophytosis,2026-02-07,fungal infection of the hair | wiki_title:Dermatophytosis
tooth abscess,"A dental abscess is a localized collection of pus associated with a tooth. The most common type of dental abscess is a periapical abscess, and the second most common is a periodontal abscess. In a periapical abscess, usually the origin is a bacterial infection that has accumulated in the soft, often dead, pulp of the tooth. This can be caused by tooth decay, broken teeth or extensive periodontal disease. A failed root canal treatment may also create a similar abscess.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Dental_abscess,2026-02-07,tooth abscess
envenomation from spider or animal bite,"An animal bite is a wound, usually a puncture or laceration, caused by the teeth. An animal bite usually results in a break in the skin but also includes contusions from the excessive pressure on body tissue from the bite. The contusions can occur without a break in the skin. Bites can be provoked or unprovoked. Other bite attacks may be apparently unprovoked. Biting is a physical action not only describing an attack but it is a normal response in an animal as it eats, carries objects, softens and prepares food for its young, removes ectoparasites from its body surface, removes plant seeds attached to its fur or hair, scratching itself, and grooming other animals. Animal bites often result in serious infections and mortality. Animal bites not only include injuries from the teeth of reptiles, mammals, but fish, and amphibians. Arthropods can also bite and leave injuries.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Animal_bite,2026-02-07,animal bite
vacterl syndrome,"The VACTERL association refers to a recognized group of birth defects which tend to co-occur. This pattern is a recognized association, as opposed to a syndrome, because there is no known pathogenetic cause to explain the grouped incidence.",Wikipedia_search,https://en.wikipedia.org/wiki/VACTERL_association,2026-02-07,vacterl syndrome | wiki_title:VACTERL association
vertebrobasilar insufficiency,"Vertebrobasilar insufficiency (VBI) describes a temporary set of symptoms due to decreased blood flow (ischemia) in the posterior circulation of the brain. The posterior circulation supplies the medulla, pons, midbrain, cerebellum and supplies the posterior cerebellar artery to the thalamus and occipital cortex. As a result, symptoms vary widely depending which brain region is predominantly affected.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Vertebrobasilar_insufficiency,2026-02-07,vertebrobasilar insufficiency
rectal disorder,Rectal pain is the symptom of pain in the area of the rectum. A number of different causes (68) have been documented.,Wikipedia_fallback,https://en.wikipedia.org/wiki/Rectal_pain,2026-02-07,rectal pain
atonic bladder,"Neurogenic bladder dysfunction, often called by the shortened term neurogenic bladder, was technically termed neurogenic lower urinary tract dysfunction by the International Continence Society. It refers to urinary bladder problems due to disease or injury of the central nervous system or peripheral nerves involved in the control of urination. There are multiple types of neurogenic bladder depending on the underlying cause and the symptoms. Symptoms include overactive bladder, urinary urgency, frequency, incontinence or difficulty passing urine. A range of diseases or conditions can cause neurogenic bladder including spinal cord injury, multiple sclerosis, stroke, brain injury, spina bifida, peripheral nerve damage, Parkinson's disease, multiple system atrophy or other neurodegenerative diseases. Neurogenic bladder can be diagnosed through a history and physical as well as imaging and more specialized testing. In addition to symptomatic treatment, treatment depends on the nature of the underlying disease and can be managed with behavioral changes, medications, surgeries, or other procedures. The symptoms of neurogenic bladder, especially incontinence, can severely degrade a person's quality of life.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Neurogenic_bladder_dysfunction,2026-02-07,neurogenic bladder
bppv,"Benign paroxysmal positional vertigo (BPPV) is a disorder arising from a problem in the inner ear. Symptoms are repeated, brief periods of vertigo with movement, characterized by a spinning sensation upon changes in the position of the head. This can occur with turning in bed or changing position. Each episode of vertigo typically lasts less than one minute. Nausea is commonly associated. BPPV is one of the most common causes of vertigo.",Wikipedia_fallback,https://en.wikipedia.org/wiki/Benign_paroxysmal_positional_vertigo,2026-02-07,benign paroxysmal positional vertigo
